HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
,,,,,,7820009,,Lateral posterior nucleus of thalamus, http://snomed.info/sct,,
,,,,,,7829005,,Anterior surface of manubrium, http://snomed.info/sct,,
,,,,,,7832008,,Abdominal aorta, http://snomed.info/sct,,
,,,,,,7835005,,Posterior margin of nasal septum, http://snomed.info/sct,,
,,,,,,7840002,,Subcutaneous tissue of submental area, http://snomed.info/sct,,
,,,,,,7841003,,Macrocytic normochromic erythrocyte, http://snomed.info/sct,,
,,,,,,7844006,,Sternoclavicular joint, http://snomed.info/sct,,
,,,,,,7851002,,Intracranial subdural space, http://snomed.info/sct,,
,,,,,,7854005,,Mandibular canal, http://snomed.info/sct,,
,,,,,,7872004,,Myocardium of ventricle, http://snomed.info/sct,,
,,,,,,7874003,,Scapular region of back, http://snomed.info/sct,,
,,,,,,7880006,,Rhopheocytotic vesicle, http://snomed.info/sct,,
,,,,,,7884002,,Corneal corpuscle, http://snomed.info/sct,,
,,,,,,7885001,,Rotator cuff including muscles and tendons, http://snomed.info/sct,,
,,,,,,7892006,,Submucosa of anal canal, http://snomed.info/sct,,
,,,,,,7896009,,Occipital angle of parietal bone, http://snomed.info/sct,,
,,,,,,7911004,,Olivocerebellar fibers, http://snomed.info/sct,,
,,,,,,7925003,,Proximal phalanx of third toe, http://snomed.info/sct,,
,,,,,,7936005,,Ligament of diaphragm, http://snomed.info/sct,,
,,,,,,7944005,,Helper cell, http://snomed.info/sct,,
,,,,,,7954009,,Lamina propria of ethmoid sinus, http://snomed.info/sct,,
,,,,,,7967007,,First left aortic arch, http://snomed.info/sct,,
,,,,,,7986004,,Abdominopelvic portion of sympathetic nervous system, http://snomed.info/sct,,
,,,,,,7991003,,Skin of glans penis, http://snomed.info/sct,,
,,,,,,7999001,,Articulations of auditory ossicles, http://snomed.info/sct,,
,,,,,,8001006,,Mucous membrane of tongue, http://snomed.info/sct,,
,,,,,,8012006,,Anterior communicating artery, http://snomed.info/sct,,
,,,,,,8017000,,Inflow tract of right ventricle, http://snomed.info/sct,,
,,,,,,8024004,,Limitans nucleus, http://snomed.info/sct,,
,,,,,,8039003,,Subcutaneous acromial bursa, http://snomed.info/sct,,
,,,,,,8040001,,Superficial flexor tendon of little finger, http://snomed.info/sct,,
,,,,,,8045006,,"Membrane-coating granule, amorphous", http://snomed.info/sct,,
,,,,,,8057002,,Lateral nuclei of globus pallidus, http://snomed.info/sct,,
,,,,,,8059004,,Pancreatic veins, http://snomed.info/sct,,
,,,,,,8067007,,Superficial circumflex iliac vein, http://snomed.info/sct,,
,,,,,,8068002,,Stratum lemnisci of corpora quadrigemina, http://snomed.info/sct,,
,,,,,,8079007,,Radial nerve, http://snomed.info/sct,,
,,,,,,8091003,,Intervertebral disc space of twelfth thoracic vertebra, http://snomed.info/sct,,
,,,,,,8100009,,Infundibulum of Fallopian tube, http://snomed.info/sct,,
,,,,,,8111001,,Intranuclear crystal, http://snomed.info/sct,,
,,,,,,8112008,,Hindgut, http://snomed.info/sct,,
,,,,,,8119004,,Delphian lymph node, http://snomed.info/sct,,
,,,,,,8128003,,Supraaortic valve area, http://snomed.info/sct,,
,,,,,,8133004,,Superior anastomotic vein, http://snomed.info/sct,,
,,,,,,8157004,,Vein of head, http://snomed.info/sct,,
,,,,,,8158009,,Interlobar duct of pancreas, http://snomed.info/sct,,
,,,,,,8159001,,Superior colliculus of corpora quadrigemina, http://snomed.info/sct,,
,,,,,,8160006,,Lateral striate arteries, http://snomed.info/sct,,
,,,,,,8161005,,Infraorbital nerve, http://snomed.info/sct,,
,,,,,,8165001,,Superior articular process of fifth thoracic vertebra, http://snomed.info/sct,,
,,,,,,8205005,,Wrist, http://snomed.info/sct,,
,,,,,,8225009,,Accessory atrioventricular bundle, http://snomed.info/sct,,
,,,,,,8242003,,Apical branch of right pulmonary artery, http://snomed.info/sct,,
,,,,,,8251006,,Osseous portion of Eustachian tube, http://snomed.info/sct,,
,,,,,,8264007,,Tunica interna of eyeball, http://snomed.info/sct,,
,,,,,,8265008,,"Articular surface, metacarpal, of phalanx of hand", http://snomed.info/sct,,
,,,,,,8266009,,Small intestine serosa, http://snomed.info/sct,,
,,,,,,8279000,,Pelvic viscus, http://snomed.info/sct,,
,,,,,,8289001,,Below knee region, http://snomed.info/sct,,
,,,,,,8292002,,Interlobular arteries of liver, http://snomed.info/sct,,
,,,,,,8314003,,Mastoid fontanel of skull, http://snomed.info/sct,,
,,,,,,8334002,,Lumbar lymph node, http://snomed.info/sct,,
,,,,,,8356004,,Colic lymph node, http://snomed.info/sct,,
,,,,,,8361002,,Tunica intima, http://snomed.info/sct,,
,,,,,,8369000,,Sphincter pupillae muscle, http://snomed.info/sct,,
,,,,,,8373002,,Jugum of sphenoid bone, http://snomed.info/sct,,
,,,,,,8387002,,Lamina of eighth thoracic vertebra, http://snomed.info/sct,,
,,,,,,8389004,,Birth canal, http://snomed.info/sct,,
,,,,,,8412003,,Iliac fossa, http://snomed.info/sct,,
,,,,,,8415001,,Renal surface of adrenal gland, http://snomed.info/sct,,
,,,,,,8454000,,Joint of lumbar vertebra, http://snomed.info/sct,,
,,,,,,8464009,,Ligament of sacroiliac joint and pubic symphysis, http://snomed.info/sct,,
,,,,,,8482007,,Sinoatrial node branch of right coronary artery, http://snomed.info/sct,,
,,,,,,8483002,,Mesial surface of tooth, http://snomed.info/sct,,
,,,,,,8496001,,Obliquus capitis muscle, http://snomed.info/sct,,
,,,,,,8523001,,Inferior articular process of twelfth thoracic vertebra, http://snomed.info/sct,,
,,,,,,8546004,,Posterior intercavernous sinus, http://snomed.info/sct,,
,,,,,,8556000,,Lipid droplet, http://snomed.info/sct,,
,,,,,,8559007,,Juxtaintestinal lymph node, http://snomed.info/sct,,
,,,,,,8560002,,Interclavicular ligament, http://snomed.info/sct,,
,,,,,,8568009,,Abdominal lymph nodes, http://snomed.info/sct,,
,,,,,,8580001,,Both feet, http://snomed.info/sct,,
,,,,,,8595004,,Meissner's plexus, http://snomed.info/sct,,
,,,,,,8598002,,Acoustic nerve, http://snomed.info/sct,,
,,,,,,8600008,,Cricoid cartilage, http://snomed.info/sct,,
,,,,,,8603005,,Adductor hallucis muscle, http://snomed.info/sct,,
,,,,,,8604004,,Medulla oblongata fasciculus cuneatus, http://snomed.info/sct,,
,,,,,,8608001,,Right margin of heart, http://snomed.info/sct,,
,,,,,,8617001,,Zygomatic region of face, http://snomed.info/sct,,
,,,,,,8623006,,Transplanted ureter, http://snomed.info/sct,,
,,,,,,8629005,,Superior right pulmonary vein, http://snomed.info/sct,,
,,,,,,8640002,,Choroidal branches of posterior spinal artery, http://snomed.info/sct,,
,,,,,,8668003,,Glycogen vacuole, http://snomed.info/sct,,
,,,,,,8671006,,All toes, http://snomed.info/sct,,
,,,,,,8677005,,Body of right atrium, http://snomed.info/sct,,
,,,,,,8688004,,Lateral olfactory gyrus, http://snomed.info/sct,,
,,,,,,8695008,,Intervertebral foramen of second lumbar vertebra, http://snomed.info/sct,,
,,,,,,8710005,,Minor sublingual ducts, http://snomed.info/sct,,
,,,,,,8711009,,Periodontal tissues, http://snomed.info/sct,,
,,,,,,8714001,,Subcutaneous tissue of interdigital space of hand, http://snomed.info/sct,,
,,,,,,8752000,,Cavernous portion of internal carotid artery, http://snomed.info/sct,,
,,,,,,8770002,,Nail of second toe, http://snomed.info/sct,,
,,,,,,8775007,,Tendinous arch, http://snomed.info/sct,,
,,,,,,8784007,,"Intranuclear body, granular with filamentous capsule", http://snomed.info/sct,,
,,,,,,8810002,,Corticomedullary junction of adrenal gland, http://snomed.info/sct,,
,,,,,,8814006,,Iliac tuberosity, http://snomed.info/sct,,
,,,,,,8815007,,Thenar and hypothenar spaces, http://snomed.info/sct,,
,,,,,,8820007,,Pedicle of eleventh thoracic vertebra, http://snomed.info/sct,,
,,,,,,8821006,,Peroneal artery, http://snomed.info/sct,,
,,,,,,8827005,,Shaft of phalanx of middle finger, http://snomed.info/sct,,
,,,,,,8839002,,"Agranular endoplasmic reticulum, connection with other organelle", http://snomed.info/sct,,
,,,,,,8845005,,Subtendinous prepatellar bursa, http://snomed.info/sct,,
,,,,,,8850004,,Proper fasciculus, http://snomed.info/sct,,
,,,,,,8854008,,Crista galli, http://snomed.info/sct,,
,,,,,,8862000,,Palmar surface of middle finger, http://snomed.info/sct,,
,,,,,,8873007,,Mandibular right second premolar tooth, http://snomed.info/sct,,
,,,,,,8887007,,Brachiocephalic vein, http://snomed.info/sct,,
,,,,,,8892009,,Diaphragmatic surface of lung, http://snomed.info/sct,,
,,,,,,8894005,,Gastric cardiac gland, http://snomed.info/sct,,
,,,,,,8897003,,Lateral glossoepiglottic fold, http://snomed.info/sct,,
,,,,,,8907008,,Left ulnar artery, http://snomed.info/sct,,
,,,,,,8910001,,Inferior transverse scapular ligament, http://snomed.info/sct,,
,,,,,,8911002,,Endocardium of right ventricle, http://snomed.info/sct,,
,,,,,,8928004,,Inguinal lymph node, http://snomed.info/sct,,
,,,,,,8931003,,Coracoid process of scapula, http://snomed.info/sct,,
,,,,,,8935007,,Cerebral meninges, http://snomed.info/sct,,
,,,,,,8942007,,Trapezoid ligament, http://snomed.info/sct,,
,,,,,,8965002,,Stratum zonale of corpora quadrigemina, http://snomed.info/sct,,
,,,,,,8966001,,Left eye, http://snomed.info/sct,,
,,,,,,8983005,,Joint structure of vertebral column, http://snomed.info/sct,,
,,,,,,8988001,,Marginal part of orbicularis oris muscle, http://snomed.info/sct,,
,,,,,,8993003,,Hepatic vein, http://snomed.info/sct,,
,,,,,,9000002,,Cerebellar peduncle, http://snomed.info/sct,,
,,,,,,9003000,,Left parietal lobe, http://snomed.info/sct,,
,,,,,,9018004,,Middle colic vein, http://snomed.info/sct,,
,,,,,,9040008,,Ascending colon, http://snomed.info/sct,,
,,,,,,9055004,,Both forearms, http://snomed.info/sct,,
,,,,,,9073001,,White matter of insula, http://snomed.info/sct,,
,,,,,,9081000,,Splenic sinusoids, http://snomed.info/sct,,
,,,,,,9086005,,Superior laryngeal vein, http://snomed.info/sct,,
,,,,,,9089003,,Arch of foot, http://snomed.info/sct,,
,,,,,,9108007,,Vein of the scala tympani, http://snomed.info/sct,,
,,,,,,9127001,,Transverse folds of palate, http://snomed.info/sct,,
,,,,,,9156001,,Embryo stage 1, http://snomed.info/sct,,
,,,,,,9181003,,Accessory carpal bone, http://snomed.info/sct,,
,,,,,,9185007,,Capsule of metatarsophalangeal joint of fifth toe, http://snomed.info/sct,,
,,,,,,9186008,,Filaments of contractile apparatus, http://snomed.info/sct,,
,,,,,,9188009,,Intervertebral disc of eighth thoracic vertebra, http://snomed.info/sct,,
,,,,,,9208002,,Centriole, http://snomed.info/sct,,
,,,,,,9212008,,Shaft of fifth metatarsal bone, http://snomed.info/sct,,
,,,,,,9229006,,Rotatores lumborum muscles, http://snomed.info/sct,,
,,,,,,9231002,,External pudendal veins, http://snomed.info/sct,,
,,,,,,9240003,,Niemann-Pick cell, http://snomed.info/sct,,
,,,,,,9242006,,Posterior segment of right lobe of liver, http://snomed.info/sct,,
,,,,,,9258009,,Gravid uterus, http://snomed.info/sct,,
,,,,,,9261005,,Tendon and tendon sheath of second toe, http://snomed.info/sct,,
,,,,,,9262003,,Fascia of pelvis, http://snomed.info/sct,,
,,,,,,9284003,,Corpus cavernosum of penis, http://snomed.info/sct,,
,,,,,,9290004,,Posterior intraoccipital synchondrosis, http://snomed.info/sct,,
,,,,,,9305001,,Labial veins, http://snomed.info/sct,,
,,,,,,9317004,,Merkel's tactile disc, http://snomed.info/sct,,
,,,,,,9320007,,Subtendinous iliac bursa, http://snomed.info/sct,,
,,,,,,9321006,,Tail of epididymis, http://snomed.info/sct,,
,,,,,,9325002,,Interdental papilla of gingiva, http://snomed.info/sct,,
,,,,,,9332006,,Lateral ligament of temporomandibular joint, http://snomed.info/sct,,
,,,,,,9348007,,Skin of medial surface of middle finger, http://snomed.info/sct,,
,,,,,,9379006,,Permanent teeth, http://snomed.info/sct,,
,,,,,,9380009,,Pecten ani, http://snomed.info/sct,,
,,,,,,9384000,,Lumbar vein, http://snomed.info/sct,,
,,,,,,9390001,,Lymphatics of stomach, http://snomed.info/sct,,
,,,,,,9432007,,Plantar surface of fourth toe, http://snomed.info/sct,,
,,,,,,9438006,,Structure of deep cervical lymphatic vessel, http://snomed.info/sct,,
,,,,,,9454009,,Subclavian vein, http://snomed.info/sct,,
,,,,,,9455005,,Medial cartilaginous lamina of Eustachian tube, http://snomed.info/sct,,
,,,,,,9475001,,Amacrine cells of retina, http://snomed.info/sct,,
,,,,,,9481009,,Afferent glomerular arteriole, http://snomed.info/sct,,
,,,,,,9490002,,Pulmonary ligament, http://snomed.info/sct,,
,,,,,,9498009,,Head of metacarpal bone, http://snomed.info/sct,,
,,,,,,9502002,,Coronal depression of tooth, http://snomed.info/sct,,
,,,,,,9512009,,Calcaneocuboidal ligament, http://snomed.info/sct,,
,,,,,,9535007,,Pyramid of medulla oblongata, http://snomed.info/sct,,
,,,,,,9558005,,Facet for fifth costal cartilage of sternum, http://snomed.info/sct,,
,,,,,,9566001,,Duodenal lumen, http://snomed.info/sct,,
,,,,,,9568000,,Subcutaneous tissue of areola, http://snomed.info/sct,,
,,,,,,9596006,,Deep branch of ulnar nerve, http://snomed.info/sct,,
,,,,,,9609000,,Posterior process of nasal septal cartilage, http://snomed.info/sct,,
,,,,,,9625005,,Lanugo hair, http://snomed.info/sct,,
,,,,,,9642004,,Left superior vena cava, http://snomed.info/sct,,
,,,,,,9646001,,Superior transverse scapular ligament, http://snomed.info/sct,,
,,,,,,9654004,,Gastric mucous gland, http://snomed.info/sct,,
,,,,,,9659009,,Infraclavicular lymph nodes, http://snomed.info/sct,,
,,,,,,9662007,,Subcutaneous tissue of lower margin of nasal septum, http://snomed.info/sct,,
,,,,,,9668006,,Ciliary muscle, http://snomed.info/sct,,
,,,,,,9677004,,Head of second metatarsal bone, http://snomed.info/sct,,
,,,,,,9683001,,Melanocyte, http://snomed.info/sct,,
,,,,,,9684007,,Posterior scrotal branches of internal pudendal artery, http://snomed.info/sct,,
,,,,,,9708001,,Iliac fascia, http://snomed.info/sct,,
,,,,,,9732008,,Medial supraclavicular nerves, http://snomed.info/sct,,
,,,,,,9736006,,Right wrist, http://snomed.info/sct,,
,,,,,,9743000,,Tendon of index finger, http://snomed.info/sct,,
,,,,,,9758008,,Submucosa of tonsil, http://snomed.info/sct,,
,,,,,,9770007,,Genital tubercle, http://snomed.info/sct,,
,,,,,,9775002,,Left carotid sinus, http://snomed.info/sct,,
,,,,,,9779008,,Distinctive shape of mitochondrial cristae, http://snomed.info/sct,,
,,,,,,9783008,,Superficial lymphatics of thorax, http://snomed.info/sct,,
,,,,,,9791004,,Deep venous system of lower extremity, http://snomed.info/sct,,
,,,,,,9796009,,"Skeletal muscle fiber, type IIb", http://snomed.info/sct,,
,,,,,,9813009,,Fascia of upper extremity, http://snomed.info/sct,,
,,,,,,9825007,,Proximal phalanx of little toe, http://snomed.info/sct,,
,,,,,,9837009,,Perforating branches of internal thoracic artery, http://snomed.info/sct,,
,,,,,,9840009,,Biparietal diameter of head, http://snomed.info/sct,,
,,,,,,9841008,,Interspinalis thoracis muscles, http://snomed.info/sct,,
,,,,,,9846003,,Right kidney, http://snomed.info/sct,,
,,,,,,9847007,,Hilum of adrenal gland, http://snomed.info/sct,,
,,,,,,9849005,,Fornix of lacrimal sac, http://snomed.info/sct,,
,,,,,,9870004,,Carunculae hymenales, http://snomed.info/sct,,
,,,,,,9875009,,Thymus, http://snomed.info/sct,,
,,,,,,9878006,,Appendicular vein, http://snomed.info/sct,,
,,,,,,9880000,,Thyroid tubercle, http://snomed.info/sct,,
,,,,,,9881001,,Peripheral nerve myelinated nerve fiber, http://snomed.info/sct,,
,,,,,,9891007,,Transverse arytenoid muscle, http://snomed.info/sct,,
,,,,,,9898001,,Paracentral lobule, http://snomed.info/sct,,
,,,,,,9951005,,Posterior ethmoidal nerve, http://snomed.info/sct,,
,,,,,,9968009,,Primary foot process, http://snomed.info/sct,,
,,,,,,9970000,,Ileocecal ostium, http://snomed.info/sct,,
,,,,,,9976006,,Rhomboideus cervicis muscle, http://snomed.info/sct,,
,,,,,,9994000,,Superior articular process of sixth thoracic vertebra, http://snomed.info/sct,,
,,,,,,9999005,,Duodenal ampulla, http://snomed.info/sct,,
,,,,,,10013000,,Lateral meniscus of knee joint, http://snomed.info/sct,,
,,,,,,10024003,,Base of lung, http://snomed.info/sct,,
,,,,,,10025002,,Base of phalanx of index finger, http://snomed.info/sct,,
,,,,,,10026001,,Ventral spinocerebellar tract of pons, http://snomed.info/sct,,
,,,,,,10036009,,Nucleus pulposus of intervertebral disc of eighth thoracic vertebra, http://snomed.info/sct,,
,,,,,,10042008,,Intervertebral foramen of fifth thoracic vertebra, http://snomed.info/sct,,
,,,,,,10047002,,Transplanted lung, http://snomed.info/sct,,
,,,,,,10052007,,Male, http://snomed.info/sct,,
,,,,,,10056005,,Ophthalmic nerve, http://snomed.info/sct,,
,,,,,,10062000,,Levator labii superioris muscle, http://snomed.info/sct,,
,,,,,,10119003,,Deep volar arch of radial artery, http://snomed.info/sct,,
,,,,,,10124000,,Deep dorsal sacrococcygeal ligament, http://snomed.info/sct,,
